review_id,category,review_text,true_label,has_negation,negation_pattern,negation_cue,rating
R0836,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1626,Home & Kitchen,It never works when I need it; uncomfortable noise.,Negative,True,never_works,never,1
R0999,Home & Kitchen,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,2
R2648,Electronics,The return felt terrible.,Negative,False,none,,2
R0295,Books,"Not a premium device, but a reliable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0834,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0951,Electronics,No proper support and noisy return.,Negative,True,no_support,no,3
R0660,Sports,It never works when I need it; fragile issue.,Negative,True,never_works,never,1
R1610,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0658,Clothing,It's not noisy at all; actually durable.,Positive,True,litotes_not_bad,not,5
R2307,Clothing,I love this Clothing item—reliable design.,Positive,False,none,,5
R0959,Sports,Not as great as described; terrible in places.,Negative,True,not_as_advertised,not,2
R2596,Sports,Really blurry glitch.,Negative,False,none,,1
R2219,Grocery,This Grocery purchase was excellent.,Positive,False,none,,3
R1306,Grocery,It never works when I need it; weak waste.,Negative,True,never_works,never,2
R1356,Sports,Hardly any improvement; battery life remains terrible.,Negative,True,hardly_any_battery,hardly,2
R1225,Toys & Games,Fails to connect consistently—slow scratch.,Negative,True,fail_to_connect,fail to,1
R1945,Automotive,Design is unobtrusive and setup is effortless—truly comfortable.,Positive,True,neg_prefix_positive,un-,3
R1713,Sports,"Not a premium device, but a amazing value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0907,Electronics,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0018,Electronics,Not as smooth as described; terrible in places.,Negative,True,not_as_advertised,not,1
R0085,Grocery,Came without a manual and the setup was awful.,Negative,True,without_manual,without,2
R0476,Books,Hardly any improvement; battery life remains laggy.,Negative,True,hardly_any_battery,hardly,3
R0045,Books,It's not uncommon for it to not fail; still smooth.,Positive,True,double_negation,not ... not,5
R0356,Grocery,Came without a manual and the setup was terrible.,Negative,True,without_manual,without,2
R1278,Pet Supplies,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2549,Books,Terrible experience; would not recommend.,Negative,False,none,,3
R0204,Toys & Games,"Not only durable build, but also durable build.",Positive,True,not_only_but_also,not only,5
R0112,Toys & Games,Not as amazing as described; uncomfortable in places.,Negative,True,not_as_advertised,not,2
R0064,Automotive,I've never been disappointed—durable support.,Positive,True,never_disappointed,never,4
R2690,Toys & Games,Really noisy issue.,Negative,False,none,,2
R2928,Books,This Books purchase was amazing.,Positive,False,none,,3
R0117,Books,No proper support and unreliable issue.,Negative,True,no_support,no,2
R0504,Sports,"Not a performance boost, but a useless downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R1511,Clothing,Design is unobtrusive and setup is effortless—truly useful.,Positive,True,neg_prefix_positive,un-,4
R0827,Clothing,I've never been disappointed—handy support.,Positive,True,never_disappointed,never,4
R2993,Beauty,I love this Beauty item—bright fit.,Positive,False,none,,5
R1057,Sports,I've never been disappointed—smooth camera.,Positive,True,never_disappointed,never,5
R2128,Pet Supplies,The waste felt fragile.,Negative,False,none,,2
R1169,Grocery,"Not a premium device, but a amazing value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2172,Home & Kitchen,Disappointed—slow overall.,Negative,False,none,,1
R2832,Beauty,The delivery is durable.,Positive,False,none,,5
R1127,Home & Kitchen,"Not a premium device, but a clear value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R2247,Electronics,The price is clear.,Positive,False,none,,3
R1656,Home & Kitchen,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,1
R0556,Sports,Not bad at all—comfortable camera.,Positive,True,not_bad_at_all,not,4
R1323,Sports,Came without a manual and the setup was uncomfortable.,Negative,True,without_manual,without,3
R2739,Sports,The sound is clear.,Positive,False,none,,5
R0414,Clothing,Not as affordable as described; terrible in places.,Negative,True,not_as_advertised,not,1
R2663,Electronics,This Electronics purchase was fast.,Positive,False,none,,4
R2500,Pet Supplies,Terrible experience; would not recommend.,Negative,False,none,,2
R0992,Grocery,Fails to connect consistently—overpriced waste.,Negative,True,fail_to_connect,fail to,2
R0019,Sports,Hardly any improvement; battery life remains overpriced.,Negative,True,hardly_any_battery,hardly,1
R1518,Toys & Games,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1970,Grocery,Surprisingly great for the price.,Positive,False,none,,4
R2276,Sports,Terrible experience; would not recommend.,Negative,False,none,,2
R0333,Automotive,Not bad at all—bright delivery.,Positive,True,not_bad_at_all,not,5
R2547,Beauty,The delivery is fantastic.,Positive,False,none,,4
R2581,Electronics,I love this Electronics item—durable build.,Positive,False,none,,3
R1675,Beauty,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1021,Automotive,Not bad at all—clear battery life.,Positive,True,not_bad_at_all,not,5
R1629,Sports,Hardly any improvement; battery life remains terrible.,Negative,True,hardly_any_battery,hardly,1
R0767,Books,Came without a manual and the setup was weak.,Negative,True,without_manual,without,2
R0079,Electronics,It never works when I need it; laggy refund.,Negative,True,never_works,never,1
R1125,Clothing,Fails to connect consistently—slow heat.,Negative,True,fail_to_connect,fail to,2
R1702,Home & Kitchen,It's not overpriced at all; actually handy.,Positive,True,litotes_not_bad,not,5
R0323,Beauty,It never works when I need it; dim lag.,Negative,True,never_works,never,1
R1869,Automotive,It never works when I need it; fragile defect.,Negative,True,never_works,never,1
R1598,Electronics,Not bad at all—fantastic quality.,Positive,True,not_bad_at_all,not,3
R2079,Sports,The waste felt overpriced.,Negative,False,none,,1
R1681,Toys & Games,Not as powerful as described; useless in places.,Negative,True,not_as_advertised,not,2
R2114,Books,This Books purchase was powerful.,Positive,False,none,,4
R2296,Pet Supplies,Disappointed—dim overall.,Negative,False,none,,1
R0820,Sports,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,1
R0829,Sports,Not as fast as described; unreliable in places.,Negative,True,not_as_advertised,not,1
R1255,Home & Kitchen,Not as fantastic as described; bad in places.,Negative,True,not_as_advertised,not,2
R2535,Sports,This Sports purchase was smooth.,Positive,False,none,,5
R2926,Beauty,Terrible experience; would not recommend.,Negative,False,none,,2
R2866,Beauty,The delay felt unreliable.,Negative,False,none,,1
R0540,Pet Supplies,Not bad at all—great delivery.,Positive,True,not_bad_at_all,not,5
R1494,Electronics,No proper support and dim smell.,Negative,True,no_support,no,2
R2557,Sports,Terrible experience; would not recommend.,Negative,False,none,,2
R0296,Grocery,"Not only excellent packaging, but also excellent build.",Positive,True,not_only_but_also,not only,5
R2336,Sports,I love this Sports item—handy fit.,Positive,False,none,,4
R1072,Books,"Not a premium device, but a useful value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1257,Grocery,"Not a premium device, but a amazing value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1148,Pet Supplies,Fails to connect consistently—overpriced problem.,Negative,True,fail_to_connect,fail to,1
R0114,Automotive,Came without a manual and the setup was fragile.,Negative,True,without_manual,without,2
R2625,Clothing,Surprisingly fantastic for the price.,Positive,False,none,,4
R0932,Automotive,It's not uncommon for it to not pair; still comfortable.,Positive,True,double_negation,not ... not,5
R0563,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1617,Books,It's not uncommon for it to not pair; still great.,Positive,True,double_negation,not ... not,3
R1551,Sports,No proper support and awful issue.,Negative,True,no_support,no,3
R0211,Home & Kitchen,Came without a manual and the setup was fragile.,Negative,True,without_manual,without,1
R1776,Sports,Came without a manual and the setup was awful.,Negative,True,without_manual,without,2
R2000,Home & Kitchen,This Home & Kitchen purchase was comfortable.,Positive,False,none,,5
R1347,Electronics,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,3
R1738,Automotive,Fails to connect consistently—weak glitch.,Negative,True,fail_to_connect,fail to,3
R1971,Clothing,Surprisingly amazing for the price.,Positive,False,none,,5
R1283,Home & Kitchen,It's not uncommon for it to not charge; still excellent.,Positive,True,double_negation,not ... not,3
R1370,Electronics,Not as powerful as described; slow in places.,Negative,True,not_as_advertised,not,1
R1418,Beauty,Hardly any improvement; battery life remains terrible.,Negative,True,hardly_any_battery,hardly,1
R0100,Beauty,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0255,Beauty,Came without a manual and the setup was terrible.,Negative,True,without_manual,without,3
R0684,Toys & Games,"Not only great display, but also great build.",Positive,True,not_only_but_also,not only,4
R1827,Beauty,"Not a premium device, but a fantastic value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0256,Books,Not bad at all—smooth packaging.,Positive,True,not_bad_at_all,not,4
R0853,Clothing,Fails to connect consistently—useless defect.,Negative,True,fail_to_connect,fail to,2
R1371,Grocery,Design is unobtrusive and setup is effortless—truly reliable.,Positive,True,neg_prefix_positive,un-,5
R1482,Beauty,Not bad at all—handy sound.,Positive,True,not_bad_at_all,not,3
R1377,Beauty,Came without a manual and the setup was blurry.,Negative,True,without_manual,without,3
R0137,Sports,Came without a manual and the setup was useless.,Negative,True,without_manual,without,3
R2201,Electronics,Disappointed—uncomfortable overall.,Negative,False,none,,2
R2498,Toys & Games,This Toys & Games product is laggy.,Negative,False,none,,1
R2713,Electronics,The waste felt uncomfortable.,Negative,False,none,,1
R1158,Grocery,Fails to connect consistently—awful smell.,Negative,True,fail_to_connect,fail to,3
R2086,Beauty,The waste felt slow.,Negative,False,none,,2
R1190,Grocery,Came without a manual and the setup was overpriced.,Negative,True,without_manual,without,2
R0618,Home & Kitchen,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R1062,Clothing,It never works when I need it; flimsy noise.,Negative,True,never_works,never,1
R0851,Automotive,Design is unobtrusive and setup is effortless—truly clear.,Positive,True,neg_prefix_positive,un-,4
R1232,Books,It's not noisy at all; actually comfortable.,Positive,True,litotes_not_bad,not,4
R1927,Grocery,Hardly any improvement; battery life remains dim.,Negative,True,hardly_any_battery,hardly,3
R2408,Clothing,Really excellent quality; would buy again.,Positive,False,none,,4
R2152,Electronics,Disappointed—dim overall.,Negative,False,none,,1
R0502,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0144,Grocery,No proper support and weak lag.,Negative,True,no_support,no,1
R2043,Automotive,Disappointed—overpriced overall.,Negative,False,none,,2
R2227,Toys & Games,The delivery is durable.,Positive,False,none,,4
R1903,Pet Supplies,Not as amazing as described; laggy in places.,Negative,True,not_as_advertised,not,2
R1722,Pet Supplies,Design is unobtrusive and setup is effortless—truly fast.,Positive,True,neg_prefix_positive,un-,3
R2796,Home & Kitchen,I love this Home & Kitchen item—useful display.,Positive,False,none,,4
R2861,Home & Kitchen,The design is handy.,Positive,False,none,,3
R0846,Books,Not bad at all—comfortable packaging.,Positive,True,not_bad_at_all,not,5
R1194,Automotive,"Not a premium device, but a useful value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R0724,Grocery,"Not a performance boost, but a overpriced downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1924,Toys & Games,I've never been disappointed—comfortable quality.,Positive,True,never_disappointed,never,5
R1209,Beauty,I've never been disappointed—amazing support.,Positive,True,never_disappointed,never,3
R1364,Books,"Not only excellent quality, but also excellent build.",Positive,True,not_only_but_also,not only,4
